1, 0
101, 0
201, 0
301, 0
401, 0
501, 0
601, 0
701, 0
801, 0
901, 0
1001, 0
1101, 0
1201, 0
1301, 0
1401, 0
1501, 0
1601, 0
1701, 0
1801, 0
1901, 0
2001, 0
2101, 0
2201, 0
2301, 0
2401, 0
2501, 0
2601, 0
2701, 0
2801, 0
2901, 0
3001, 0
3101, 0
3201, 0
3301, 0
3401, 0
3501, 0
3601, 0
3701, 0
3801, 0
3901, 0
4001, 0
4101, 0
4201, 0
4301, 0
4401, 0
4501, 0
4601, 0
4701, 0
4801, 0
4901, 0
5001, 0
5101, 0
5201, 0
5301, 0
5401, 0
5501, 0
5601, 0
5701, 0
5801, 0
5901, 0
6001, 0
6101, 0
6201, 0
6301, 0
6401, 0
6501, 0
6601, 0
6701, 0
6801, 0
6901, 0
7001, 0
7101, 0
7201, 0
7301, 0
7401, 0
7501, 0
7601, 0
7701, 0
7801, 0
7901, 0
8001, 0
8101, 0
8201, 0
8301, 0
8401, 0
8501, 0
8601, 0
8701, 0
8801, 0
8901, 0
9001, 0
9101, 0
9201, 0
9301, 0
9401, 0
9501, 0
9601, 0
9701, 0
9801, 0
9901, 0
10001, 0
10101, 0
10201, 0
10301, 0
10401, 0
10501, 0
10601, 0
10701, 0
10801, 1
10901, 0
11001, 1
11101, 1
11201, 1
11301, 1
11401, 1
11501, 1
11601, 1
11701, 1
11801, 1
11901, 1
12001, 1
12101, 1
12201, 1
12301, 1
12401, 1
12501, 1
12601, 1
12701, 1
12801, 1
12901, 1
13001, 1
13101, 1
13201, 1
13301, 1
13401, 1
13501, 1
13601, 1
13701, 1
13801, 1
13901, 1
14001, 1
14101, 1
14201, 1
14301, 1
14401, 1
14501, 1
14601, 1
14701, 1
14801, 1
14901, 1
15001, 1
15101, 1
15201, 1
15301, 1
15401, 2
15501, 1
15601, 1
15701, 2
15801, 2
15901, 2
16001, 2
16101, 2
16201, 2
16301, 2
16401, 2
16501, 2
16601, 2
16701, 2
16801, 2
16901, 2
17001, 2
17101, 2
17201, 2
17301, 2
17401, 2
17501, 2
17601, 2
17701, 2
17801, 2
17901, 2
18001, 2
18101, 2
18201, 2
18301, 3
18401, 3
18501, 3
18601, 3
18701, 3
18801, 3
18901, 3
19001, 3
19101, 3
19201, 3
19301, 3
19401, 3
19501, 3
19601, 3
19701, 3
19801, 4
19901, 4
20001, 3
20101, 3
20201, 3
20301, 3
20401, 4
20501, 4
20601, 4
20701, 3
20801, 3
20901, 3
21001, 3
21101, 3
21201, 3
21301, 3
21401, 4
21501, 4
21601, 3
21701, 3
21801, 3
21901, 4
22001, 4
22101, 3
22201, 4
22301, 4
22401, 4
22501, 4
22601, 4
22701, 4
22801, 4
22901, 4
23001, 4
23101, 4
23201, 4
23301, 4
23401, 4
23501, 4
23601, 4
23701, 4
23801, 4
23901, 4
24001, 4
24101, 4
24201, 4
24301, 4
24401, 4
24501, 4
24601, 4
24701, 5
24801, 5
24901, 5
25001, 5
25101, 5
25201, 5
25301, 5
25401, 5
25501, 5
25601, 5
25701, 5
25801, 5
25901, 5
26001, 6
26101, 5
26201, 5
26301, 7
26401, 6
26501, 6
26601, 6
26701, 6
26801, 6
26901, 6
27001, 6
27101, 6
27201, 6
27301, 6
27401, 6
27501, 6
27601, 6
27701, 7
27801, 7
27901, 7
28001, 7
28101, 7
28201, 7
28301, 7
28401, 7
28501, 7
28601, 6
28701, 6
28801, 6
28901, 6
29001, 6
29101, 6
29201, 6
29301, 6
29401, 7
29501, 7
29601, 7
29701, 7
29801, 7
29901, 7
40000, 13
50000, 22
60000, 26
70000, 39
80000, 50
90000, 63
