100 0
200 0
300 0
400 0
500 0
600 0
700 0
800 1.00000000000000000000
900 .50000000000000000000
1000 1.00000000000000000000
1100 1.50000000000000000000
1200 2.33333333333333333333
1300 2.75000000000000000000
1400 4.33333333333333333333
1500 2.80000000000000000000
1600 5.00000000000000000000
1700 3.00000000000000000000
1800 6.00000000000000000000
1900 3.45454545454545454545
2000 4.88888888888888888888
2100 3.66666666666666666666
2200 3.58823529411764705882
2300 3.78947368421052631578
2400 3.59090909090909090909
2500 3.92000000000000000000
2600 5.19047619047619047619
2700 4.73076923076923076923
2800 5.34615384615384615384
2900 4.90000000000000000000
3000 4.59459459459459459459
