100 0
200 0
300 0
400 0
500 0
600 0
700 0
800 0
900 0
1000 2.00000000000000000000
1100 3.00000000000000000000
1200 7.00000000000000000000
1300 5.50000000000000000000
1400 6.50000000000000000000
1500 7.00000000000000000000
1600 10.00000000000000000000
1700 8.00000000000000000000
1800 12.00000000000000000000
1900 9.50000000000000000000
2000 11.00000000000000000000
2100 11.00000000000000000000
2200 12.20000000000000000000
2300 12.00000000000000000000
2400 8.77777777777777777777
2500 7.53846153846153846153
2600 6.41176470588235294117
2700 6.83333333333333333333
2800 7.31578947368421052631
2900 7.00000000000000000000
3000 7.72727272727272727272
